cell_type,cell_type_cl_id,tissue,tissue_ontology_id,tissue_uberon_id,n_cells
B cell,CL:0000236,adipose tissue,UBERON:0001013,UBERON:0001013,5184
B cell,CL:0000236,anterior part of tongue,UBERON:0010032,UBERON:0010032,3
B cell,CL:0000236,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,52
B cell,CL:0000236,aorta,UBERON:0000947,UBERON:0000947,27
B cell,CL:0000236,ascending colon,UBERON:0001156,UBERON:0001156,969
B cell,CL:0000236,bladder organ,UBERON:0018707,UBERON:0018707,484
B cell,CL:0000236,blood,UBERON:0000178,UBERON:0000178,3893
B cell,CL:0000236,bone marrow,UBERON:0002371,UBERON:0002371,1819
B cell,CL:0000236,brown adipose tissue,UBERON:0001348,UBERON:0001348,9515
B cell,CL:0000236,cardiac atrium,UBERON:0002081,UBERON:0002081,2
B cell,CL:0000236,cardiac ventricle,UBERON:0002082,UBERON:0002082,1
B cell,CL:0000236,coronary artery,UBERON:0001621,UBERON:0001621,102
B cell,CL:0000236,cortex of kidney,UBERON:0001225,UBERON:0001225,34
B cell,CL:0000236,crista ampullaris,UBERON:0004721,UBERON:0004721,1
B cell,CL:0000236,duodenum,UBERON:0002114,UBERON:0002114,210
B cell,CL:0000236,endocrine pancreas,UBERON:0000016,UBERON:0000016,27
B cell,CL:0000236,endometrium,UBERON:0001295,UBERON:0001295,42
B cell,CL:0000236,exocrine pancreas,UBERON:0000017,UBERON:0000017,26
B cell,CL:0000236,eye,UBERON:0000970,UBERON:0000970,60
B cell,CL:0000236,eyelid,UBERON:0001711,UBERON:0001711,1236
B cell,CL:0000236,heart,UBERON:0000948,UBERON:0000948,6
B cell,CL:0000236,heart right ventricle,UBERON:0002080,UBERON:0002080,2
B cell,CL:0000236,ileum,UBERON:0002116,UBERON:0002116,129
B cell,CL:0000236,inferior vena cava,UBERON:0001072,UBERON:0001072,2
B cell,CL:0000236,inguinal lymph node,UBERON:0001542,UBERON:0001542,12327
B cell,CL:0000236,jejunum,UBERON:0002115,UBERON:0002115,7
B cell,CL:0000236,kidney,UBERON:0002113,UBERON:0002113,460
B cell,CL:0000236,lacrimal gland,UBERON:0001817,UBERON:0001817,2758
B cell,CL:0000236,large intestine,UBERON:0000059,UBERON:0000059,514
B cell,CL:0000236,left coronary artery,UBERON:0001626,UBERON:0001626,1
B cell,CL:0000236,left ovary,UBERON:0002119,UBERON:0002119,1
B cell,CL:0000236,liver,UBERON:0002107,UBERON:0002107,163
B cell,CL:0000236,lung,UBERON:0002048,UBERON:0002048,663
B cell,CL:0000236,lymph node,UBERON:0000029,UBERON:0000029,38776
B cell,CL:0000236,mammary gland,UBERON:0001911,UBERON:0001911,15
B cell,CL:0000236,mesenteric lymph node,UBERON:0002509,UBERON:0002509,3643
B cell,CL:0000236,mucosa of stomach,UBERON:0001199,UBERON:0001199,495
B cell,CL:0000236,muscle of abdomen,UBERON:0002378,UBERON:0002378,13
B cell,CL:0000236,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,36
B cell,CL:0000236,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,147
B cell,CL:0000236,myometrium,UBERON:0001296,UBERON:0001296,1
B cell,CL:0000236,ocular surface region,UBERON:0010409,UBERON:0010409,1
B cell,CL:0000236,ovary,UBERON:0000992,UBERON:0000992,2
B cell,CL:0000236,parotid gland,UBERON:0001831,UBERON:0001831,4159
B cell,CL:0000236,posterior part of tongue,UBERON:0010033,UBERON:0010033,1247
B cell,CL:0000236,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,2
B cell,CL:0000236,prostate gland,UBERON:0002367,UBERON:0002367,101
B cell,CL:0000236,right cardiac atrium,UBERON:0002078,UBERON:0002078,5
B cell,CL:0000236,sclera,UBERON:0001773,UBERON:0001773,44
B cell,CL:0000236,sigmoid colon,UBERON:0001159,UBERON:0001159,586
B cell,CL:0000236,skin of abdomen,UBERON:0001416,UBERON:0001416,2
B cell,CL:0000236,skin of chest,UBERON:0001868,UBERON:0001868,5
B cell,CL:0000236,small intestine,UBERON:0002108,UBERON:0002108,427
B cell,CL:0000236,spleen,UBERON:0002106,UBERON:0002106,16557
B cell,CL:0000236,stomach,UBERON:0000945,UBERON:0000945,29
B cell,CL:0000236,stomach smooth muscle,UBERON:0004222,UBERON:0004222,1510
B cell,CL:0000236,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,70
B cell,CL:0000236,sublingual gland,UBERON:0001832,UBERON:0001832,779
B cell,CL:0000236,submandibular gland,UBERON:0001736,UBERON:0001736,10
B cell,CL:0000236,testis,UBERON:0000473,UBERON:0000473,1
B cell,CL:0000236,thoracic aorta,UBERON:0001515,UBERON:0001515,10
B cell,CL:0000236,thymus,UBERON:0002370,UBERON:0002370,4462
B cell,CL:0000236,trachea,UBERON:0003126,UBERON:0003126,627
B cell,CL:0000236,uterus,UBERON:0000995,UBERON:0000995,7
B cell,CL:0000236,vasculature,UBERON:0002049,UBERON:0002049,6
BEST4+ enterocyte,CL:4030026,ascending colon,UBERON:0001156,UBERON:0001156,371
BEST4+ enterocyte,CL:4030026,duodenum,UBERON:0002114,UBERON:0002114,636
BEST4+ enterocyte,CL:4030026,ileum,UBERON:0002116,UBERON:0002116,125
BEST4+ enterocyte,CL:4030026,jejunum,UBERON:0002115,UBERON:0002115,7
BEST4+ enterocyte,CL:4030026,sigmoid colon,UBERON:0001159,UBERON:0001159,719
BEST4+ enterocyte,CL:4030026,small intestine,UBERON:0002108,UBERON:0002108,112
"CD4-positive, alpha-beta T cell",CL:0000624,abdominal aorta,UBERON:0001516,UBERON:0001516,38
"CD4-positive, alpha-beta T cell",CL:0000624,adipose tissue,UBERON:0001013,UBERON:0001013,4524
"CD4-positive, alpha-beta T cell",CL:0000624,anterior part of tongue,UBERON:0010032,UBERON:0010032,133
"CD4-positive, alpha-beta T cell",CL:0000624,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,23
"CD4-positive, alpha-beta T cell",CL:0000624,aorta,UBERON:0000947,UBERON:0000947,235
"CD4-positive, alpha-beta T cell",CL:0000624,ascending colon,UBERON:0001156,UBERON:0001156,756
"CD4-positive, alpha-beta T cell",CL:0000624,bladder organ,UBERON:0018707,UBERON:0018707,2189
"CD4-positive, alpha-beta T cell",CL:0000624,blood,UBERON:0000178,UBERON:0000178,4900
"CD4-positive, alpha-beta T cell",CL:0000624,bone marrow,UBERON:0002371,UBERON:0002371,3173
"CD4-positive, alpha-beta T cell",CL:0000624,brown adipose tissue,UBERON:0001348,UBERON:0001348,6097
"CD4-positive, alpha-beta T cell",CL:0000624,buccal mucosa,UBERON:0006956,UBERON:0006956,6
"CD4-positive, alpha-beta T cell",CL:0000624,cardiac atrium,UBERON:0002081,UBERON:0002081,3
"CD4-positive, alpha-beta T cell",CL:0000624,cardiac ventricle,UBERON:0002082,UBERON:0002082,4
"CD4-positive, alpha-beta T cell",CL:0000624,chorioretinal region,UBERON:0019207,UBERON:0019207,13
"CD4-positive, alpha-beta T cell",CL:0000624,cornea,UBERON:0000964,UBERON:0000964,3
"CD4-positive, alpha-beta T cell",CL:0000624,coronary artery,UBERON:0001621,UBERON:0001621,256
"CD4-positive, alpha-beta T cell",CL:0000624,cortex of kidney,UBERON:0001225,UBERON:0001225,16
"CD4-positive, alpha-beta T cell",CL:0000624,crista ampullaris,UBERON:0004721,UBERON:0004721,7
"CD4-positive, alpha-beta T cell",CL:0000624,duodenum,UBERON:0002114,UBERON:0002114,135
"CD4-positive, alpha-beta T cell",CL:0000624,endocrine pancreas,UBERON:0000016,UBERON:0000016,2
"CD4-positive, alpha-beta T cell",CL:0000624,endometrium,UBERON:0001295,UBERON:0001295,383
"CD4-positive, alpha-beta T cell",CL:0000624,exocrine pancreas,UBERON:0000017,UBERON:0000017,35
"CD4-positive, alpha-beta T cell",CL:0000624,eye,UBERON:0000970,UBERON:0000970,91
"CD4-positive, alpha-beta T cell",CL:0000624,eyelid,UBERON:0001711,UBERON:0001711,649
"CD4-positive, alpha-beta T cell",CL:0000624,heart,UBERON:0000948,UBERON:0000948,24
"CD4-positive, alpha-beta T cell",CL:0000624,heart right ventricle,UBERON:0002080,UBERON:0002080,16
"CD4-positive, alpha-beta T cell",CL:0000624,ileum,UBERON:0002116,UBERON:0002116,87
"CD4-positive, alpha-beta T cell",CL:0000624,inferior vena cava,UBERON:0001072,UBERON:0001072,16
"CD4-positive, alpha-beta T cell",CL:0000624,inguinal lymph node,UBERON:0001542,UBERON:0001542,4352
"CD4-positive, alpha-beta T cell",CL:0000624,kidney,UBERON:0002113,UBERON:0002113,283
"CD4-positive, alpha-beta T cell",CL:0000624,lacrimal gland,UBERON:0001817,UBERON:0001817,772
"CD4-positive, alpha-beta T cell",CL:0000624,large intestine,UBERON:0000059,UBERON:0000059,2532
"CD4-positive, alpha-beta T cell",CL:0000624,left coronary artery,UBERON:0001626,UBERON:0001626,13
"CD4-positive, alpha-beta T cell",CL:0000624,left ovary,UBERON:0002119,UBERON:0002119,15
"CD4-positive, alpha-beta T cell",CL:0000624,liver,UBERON:0002107,UBERON:0002107,291
"CD4-positive, alpha-beta T cell",CL:0000624,lung,UBERON:0002048,UBERON:0002048,2124
"CD4-positive, alpha-beta T cell",CL:0000624,lymph node,UBERON:0000029,UBERON:0000029,31832
"CD4-positive, alpha-beta T cell",CL:0000624,mammary gland,UBERON:0001911,UBERON:0001911,681
"CD4-positive, alpha-beta T cell",CL:0000624,mesenteric lymph node,UBERON:0002509,UBERON:0002509,3096
"CD4-positive, alpha-beta T cell",CL:0000624,mucosa of stomach,UBERON:0001199,UBERON:0001199,133
"CD4-positive, alpha-beta T cell",CL:0000624,muscle of abdomen,UBERON:0002378,UBERON:0002378,249
"CD4-positive, alpha-beta T cell",CL:0000624,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,265
"CD4-positive, alpha-beta T cell",CL:0000624,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,92
"CD4-positive, alpha-beta T cell",CL:0000624,myometrium,UBERON:0001296,UBERON:0001296,5
"CD4-positive, alpha-beta T cell",CL:0000624,ocular surface region,UBERON:0010409,UBERON:0010409,8
"CD4-positive, alpha-beta T cell",CL:0000624,parotid gland,UBERON:0001831,UBERON:0001831,1404
"CD4-positive, alpha-beta T cell",CL:0000624,posterior part of tongue,UBERON:0010033,UBERON:0010033,1454
"CD4-positive, alpha-beta T cell",CL:0000624,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,4
"CD4-positive, alpha-beta T cell",CL:0000624,prostate gland,UBERON:0002367,UBERON:0002367,116
"CD4-positive, alpha-beta T cell",CL:0000624,retinal neural layer,UBERON:0003902,UBERON:0003902,1
"CD4-positive, alpha-beta T cell",CL:0000624,right cardiac atrium,UBERON:0002078,UBERON:0002078,22
"CD4-positive, alpha-beta T cell",CL:0000624,right ovary,UBERON:0002118,UBERON:0002118,8
"CD4-positive, alpha-beta T cell",CL:0000624,sclera,UBERON:0001773,UBERON:0001773,51
"CD4-positive, alpha-beta T cell",CL:0000624,sigmoid colon,UBERON:0001159,UBERON:0001159,952
"CD4-positive, alpha-beta T cell",CL:0000624,skin of abdomen,UBERON:0001416,UBERON:0001416,103
"CD4-positive, alpha-beta T cell",CL:0000624,skin of body,UBERON:0002097,UBERON:0002097,158
"CD4-positive, alpha-beta T cell",CL:0000624,skin of chest,UBERON:0001868,UBERON:0001868,98
"CD4-positive, alpha-beta T cell",CL:0000624,small intestine,UBERON:0002108,UBERON:0002108,4933
"CD4-positive, alpha-beta T cell",CL:0000624,spleen,UBERON:0002106,UBERON:0002106,2742
"CD4-positive, alpha-beta T cell",CL:0000624,stomach,UBERON:0000945,UBERON:0000945,239
"CD4-positive, alpha-beta T cell",CL:0000624,stomach smooth muscle,UBERON:0004222,UBERON:0004222,5320
"CD4-positive, alpha-beta T cell",CL:0000624,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,860
"CD4-positive, alpha-beta T cell",CL:0000624,sublingual gland,UBERON:0001832,UBERON:0001832,361
"CD4-positive, alpha-beta T cell",CL:0000624,submandibular gland,UBERON:0001736,UBERON:0001736,121
"CD4-positive, alpha-beta T cell",CL:0000624,testis,UBERON:0000473,UBERON:0000473,2
"CD4-positive, alpha-beta T cell",CL:0000624,thoracic aorta,UBERON:0001515,UBERON:0001515,100
"CD4-positive, alpha-beta T cell",CL:0000624,thymus,UBERON:0002370,UBERON:0002370,7126
"CD4-positive, alpha-beta T cell",CL:0000624,trachea,UBERON:0003126,UBERON:0003126,278
"CD4-positive, alpha-beta T cell",CL:0000624,uterus,UBERON:0000995,UBERON:0000995,50
"CD4-positive, alpha-beta T cell",CL:0000624,vasculature,UBERON:0002049,UBERON:0002049,70
"CD4-positive, alpha-beta thymocyte",CL:0000810,inguinal lymph node,UBERON:0001542,UBERON:0001542,43
"CD4-positive, alpha-beta thymocyte",CL:0000810,lymph node,UBERON:0000029,UBERON:0000029,79
"CD4-positive, alpha-beta thymocyte",CL:0000810,thymus,UBERON:0002370,UBERON:0002370,4563
"CD8-positive, alpha-beta T cell",CL:0000625,abdominal aorta,UBERON:0001516,UBERON:0001516,24
"CD8-positive, alpha-beta T cell",CL:0000625,adipose tissue,UBERON:0001013,UBERON:0001013,2249
"CD8-positive, alpha-beta T cell",CL:0000625,anterior part of tongue,UBERON:0010032,UBERON:0010032,218
"CD8-positive, alpha-beta T cell",CL:0000625,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,62
"CD8-positive, alpha-beta T cell",CL:0000625,aorta,UBERON:0000947,UBERON:0000947,812
"CD8-positive, alpha-beta T cell",CL:0000625,ascending colon,UBERON:0001156,UBERON:0001156,436
"CD8-positive, alpha-beta T cell",CL:0000625,bladder organ,UBERON:0018707,UBERON:0018707,4432
"CD8-positive, alpha-beta T cell",CL:0000625,blood,UBERON:0000178,UBERON:0000178,4572
"CD8-positive, alpha-beta T cell",CL:0000625,bone marrow,UBERON:0002371,UBERON:0002371,2636
"CD8-positive, alpha-beta T cell",CL:0000625,brown adipose tissue,UBERON:0001348,UBERON:0001348,1960
"CD8-positive, alpha-beta T cell",CL:0000625,buccal mucosa,UBERON:0006956,UBERON:0006956,50
"CD8-positive, alpha-beta T cell",CL:0000625,cardiac atrium,UBERON:0002081,UBERON:0002081,6
"CD8-positive, alpha-beta T cell",CL:0000625,cardiac ventricle,UBERON:0002082,UBERON:0002082,3
"CD8-positive, alpha-beta T cell",CL:0000625,chorioretinal region,UBERON:0019207,UBERON:0019207,1
"CD8-positive, alpha-beta T cell",CL:0000625,cornea,UBERON:0000964,UBERON:0000964,30
"CD8-positive, alpha-beta T cell",CL:0000625,coronary artery,UBERON:0001621,UBERON:0001621,406
"CD8-positive, alpha-beta T cell",CL:0000625,cortex of kidney,UBERON:0001225,UBERON:0001225,31
"CD8-positive, alpha-beta T cell",CL:0000625,crista ampullaris,UBERON:0004721,UBERON:0004721,2
"CD8-positive, alpha-beta T cell",CL:0000625,duodenum,UBERON:0002114,UBERON:0002114,735
"CD8-positive, alpha-beta T cell",CL:0000625,endocrine pancreas,UBERON:0000016,UBERON:0000016,15
"CD8-positive, alpha-beta T cell",CL:0000625,endometrium,UBERON:0001295,UBERON:0001295,1240
"CD8-positive, alpha-beta T cell",CL:0000625,exocrine pancreas,UBERON:0000017,UBERON:0000017,603
"CD8-positive, alpha-beta T cell",CL:0000625,eye,UBERON:0000970,UBERON:0000970,122
"CD8-positive, alpha-beta T cell",CL:0000625,eyelid,UBERON:0001711,UBERON:0001711,266
"CD8-positive, alpha-beta T cell",CL:0000625,heart,UBERON:0000948,UBERON:0000948,110
"CD8-positive, alpha-beta T cell",CL:0000625,heart right ventricle,UBERON:0002080,UBERON:0002080,63
"CD8-positive, alpha-beta T cell",CL:0000625,ileum,UBERON:0002116,UBERON:0002116,741
"CD8-positive, alpha-beta T cell",CL:0000625,inferior vena cava,UBERON:0001072,UBERON:0001072,5
"CD8-positive, alpha-beta T cell",CL:0000625,inguinal lymph node,UBERON:0001542,UBERON:0001542,1290
"CD8-positive, alpha-beta T cell",CL:0000625,kidney,UBERON:0002113,UBERON:0002113,506
"CD8-positive, alpha-beta T cell",CL:0000625,lacrimal gland,UBERON:0001817,UBERON:0001817,359
"CD8-positive, alpha-beta T cell",CL:0000625,large intestine,UBERON:0000059,UBERON:0000059,2157
"CD8-positive, alpha-beta T cell",CL:0000625,left coronary artery,UBERON:0001626,UBERON:0001626,10
"CD8-positive, alpha-beta T cell",CL:0000625,left ovary,UBERON:0002119,UBERON:0002119,36
"CD8-positive, alpha-beta T cell",CL:0000625,liver,UBERON:0002107,UBERON:0002107,1290
"CD8-positive, alpha-beta T cell",CL:0000625,lung,UBERON:0002048,UBERON:0002048,1898
"CD8-positive, alpha-beta T cell",CL:0000625,lymph node,UBERON:0000029,UBERON:0000029,12956
"CD8-positive, alpha-beta T cell",CL:0000625,mammary gland,UBERON:0001911,UBERON:0001911,2653
"CD8-positive, alpha-beta T cell",CL:0000625,mesenteric lymph node,UBERON:0002509,UBERON:0002509,436
"CD8-positive, alpha-beta T cell",CL:0000625,mucosa of stomach,UBERON:0001199,UBERON:0001199,205
"CD8-positive, alpha-beta T cell",CL:0000625,muscle of abdomen,UBERON:0002378,UBERON:0002378,692
"CD8-positive, alpha-beta T cell",CL:0000625,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,725
"CD8-positive, alpha-beta T cell",CL:0000625,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,3
"CD8-positive, alpha-beta T cell",CL:0000625,myometrium,UBERON:0001296,UBERON:0001296,57
"CD8-positive, alpha-beta T cell",CL:0000625,ocular surface region,UBERON:0010409,UBERON:0010409,2
"CD8-positive, alpha-beta T cell",CL:0000625,parotid gland,UBERON:0001831,UBERON:0001831,3278
"CD8-positive, alpha-beta T cell",CL:0000625,posterior part of tongue,UBERON:0010033,UBERON:0010033,889
"CD8-positive, alpha-beta T cell",CL:0000625,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,6
"CD8-positive, alpha-beta T cell",CL:0000625,prostate gland,UBERON:0002367,UBERON:0002367,2516
"CD8-positive, alpha-beta T cell",CL:0000625,retinal neural layer,UBERON:0003902,UBERON:0003902,3
"CD8-positive, alpha-beta T cell",CL:0000625,right cardiac atrium,UBERON:0002078,UBERON:0002078,126
"CD8-positive, alpha-beta T cell",CL:0000625,right ovary,UBERON:0002118,UBERON:0002118,37
"CD8-positive, alpha-beta T cell",CL:0000625,sclera,UBERON:0001773,UBERON:0001773,85
"CD8-positive, alpha-beta T cell",CL:0000625,sigmoid colon,UBERON:0001159,UBERON:0001159,369
"CD8-positive, alpha-beta T cell",CL:0000625,skin of abdomen,UBERON:0001416,UBERON:0001416,284
"CD8-positive, alpha-beta T cell",CL:0000625,skin of body,UBERON:0002097,UBERON:0002097,1010
"CD8-positive, alpha-beta T cell",CL:0000625,skin of chest,UBERON:0001868,UBERON:0001868,187
"CD8-positive, alpha-beta T cell",CL:0000625,small intestine,UBERON:0002108,UBERON:0002108,1996
"CD8-positive, alpha-beta T cell",CL:0000625,spleen,UBERON:0002106,UBERON:0002106,10887
"CD8-positive, alpha-beta T cell",CL:0000625,stomach,UBERON:0000945,UBERON:0000945,741
"CD8-positive, alpha-beta T cell",CL:0000625,stomach smooth muscle,UBERON:0004222,UBERON:0004222,637
"CD8-positive, alpha-beta T cell",CL:0000625,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,993
"CD8-positive, alpha-beta T cell",CL:0000625,sublingual gland,UBERON:0001832,UBERON:0001832,484
"CD8-positive, alpha-beta T cell",CL:0000625,submandibular gland,UBERON:0001736,UBERON:0001736,303
"CD8-positive, alpha-beta T cell",CL:0000625,testis,UBERON:0000473,UBERON:0000473,3
"CD8-positive, alpha-beta T cell",CL:0000625,thoracic aorta,UBERON:0001515,UBERON:0001515,220
"CD8-positive, alpha-beta T cell",CL:0000625,thymus,UBERON:0002370,UBERON:0002370,2817
"CD8-positive, alpha-beta T cell",CL:0000625,trachea,UBERON:0003126,UBERON:0003126,1202
"CD8-positive, alpha-beta T cell",CL:0000625,uterus,UBERON:0000995,UBERON:0000995,44
"CD8-positive, alpha-beta T cell",CL:0000625,vasculature,UBERON:0002049,UBERON:0002049,55
"CD8-positive, alpha-beta thymocyte",CL:0000811,inguinal lymph node,UBERON:0001542,UBERON:0001542,22
"CD8-positive, alpha-beta thymocyte",CL:0000811,lymph node,UBERON:0000029,UBERON:0000029,37
"CD8-positive, alpha-beta thymocyte",CL:0000811,thymus,UBERON:0002370,UBERON:0002370,672
Langerhans cell,CL:0000453,skin of abdomen,UBERON:0001416,UBERON:0001416,16
Langerhans cell,CL:0000453,skin of body,UBERON:0002097,UBERON:0002097,54
Langerhans cell,CL:0000453,skin of chest,UBERON:0001868,UBERON:0001868,6
Leydig cell,CL:0000178,testis,UBERON:0000473,UBERON:0000473,10
Mueller cell,CL:0000636,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,1
Mueller cell,CL:0000636,eye,UBERON:0000970,UBERON:0000970,65
Mueller cell,CL:0000636,lacrimal gland,UBERON:0001817,UBERON:0001817,1
Mueller cell,CL:0000636,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,109
Mueller cell,CL:0000636,retinal neural layer,UBERON:0003902,UBERON:0003902,330
Schwann cell,CL:0002573,anterior part of tongue,UBERON:0010032,UBERON:0010032,21
Schwann cell,CL:0002573,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,32
Schwann cell,CL:0002573,chorioretinal region,UBERON:0019207,UBERON:0019207,4
Schwann cell,CL:0002573,conjunctiva,UBERON:0001811,UBERON:0001811,1
Schwann cell,CL:0002573,cornea,UBERON:0000964,UBERON:0000964,79
Schwann cell,CL:0002573,eye,UBERON:0000970,UBERON:0000970,50
Schwann cell,CL:0002573,eyelid,UBERON:0001711,UBERON:0001711,87
Schwann cell,CL:0002573,lacrimal gland,UBERON:0001817,UBERON:0001817,13
Schwann cell,CL:0002573,ocular surface region,UBERON:0010409,UBERON:0010409,2
Schwann cell,CL:0002573,posterior part of tongue,UBERON:0010033,UBERON:0010033,14
Schwann cell,CL:0002573,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,7
Schwann cell,CL:0002573,sclera,UBERON:0001773,UBERON:0001773,8
T cell,CL:0000084,adipose tissue,UBERON:0001013,UBERON:0001013,66
T cell,CL:0000084,anterior part of tongue,UBERON:0010032,UBERON:0010032,5
T cell,CL:0000084,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,3
T cell,CL:0000084,aorta,UBERON:0000947,UBERON:0000947,12
T cell,CL:0000084,bladder organ,UBERON:0018707,UBERON:0018707,781
T cell,CL:0000084,bone marrow,UBERON:0002371,UBERON:0002371,98
T cell,CL:0000084,brown adipose tissue,UBERON:0001348,UBERON:0001348,232
T cell,CL:0000084,buccal mucosa,UBERON:0006956,UBERON:0006956,1
T cell,CL:0000084,chorioretinal region,UBERON:0019207,UBERON:0019207,7
T cell,CL:0000084,coronary artery,UBERON:0001621,UBERON:0001621,4
T cell,CL:0000084,endometrium,UBERON:0001295,UBERON:0001295,41
T cell,CL:0000084,exocrine pancreas,UBERON:0000017,UBERON:0000017,1
T cell,CL:0000084,eye,UBERON:0000970,UBERON:0000970,10
T cell,CL:0000084,eyelid,UBERON:0001711,UBERON:0001711,20
T cell,CL:0000084,heart,UBERON:0000948,UBERON:0000948,1
T cell,CL:0000084,heart right ventricle,UBERON:0002080,UBERON:0002080,3
T cell,CL:0000084,inguinal lymph node,UBERON:0001542,UBERON:0001542,527
T cell,CL:0000084,kidney,UBERON:0002113,UBERON:0002113,17
T cell,CL:0000084,lacrimal gland,UBERON:0001817,UBERON:0001817,15
T cell,CL:0000084,left ovary,UBERON:0002119,UBERON:0002119,1
T cell,CL:0000084,liver,UBERON:0002107,UBERON:0002107,32
T cell,CL:0000084,lymph node,UBERON:0000029,UBERON:0000029,569
T cell,CL:0000084,mammary gland,UBERON:0001911,UBERON:0001911,223
T cell,CL:0000084,mesenteric lymph node,UBERON:0002509,UBERON:0002509,185
T cell,CL:0000084,mucosa of stomach,UBERON:0001199,UBERON:0001199,9
T cell,CL:0000084,muscle of abdomen,UBERON:0002378,UBERON:0002378,26
T cell,CL:0000084,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,82
T cell,CL:0000084,ocular surface region,UBERON:0010409,UBERON:0010409,6
T cell,CL:0000084,parotid gland,UBERON:0001831,UBERON:0001831,139
T cell,CL:0000084,posterior part of tongue,UBERON:0010033,UBERON:0010033,189
T cell,CL:0000084,prostate gland,UBERON:0002367,UBERON:0002367,14
T cell,CL:0000084,right ovary,UBERON:0002118,UBERON:0002118,1
T cell,CL:0000084,sclera,UBERON:0001773,UBERON:0001773,5
T cell,CL:0000084,skin of abdomen,UBERON:0001416,UBERON:0001416,356
T cell,CL:0000084,skin of body,UBERON:0002097,UBERON:0002097,1954
T cell,CL:0000084,skin of chest,UBERON:0001868,UBERON:0001868,325
T cell,CL:0000084,spleen,UBERON:0002106,UBERON:0002106,151
T cell,CL:0000084,stomach,UBERON:0000945,UBERON:0000945,44
T cell,CL:0000084,stomach smooth muscle,UBERON:0004222,UBERON:0004222,23
T cell,CL:0000084,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,33
T cell,CL:0000084,sublingual gland,UBERON:0001832,UBERON:0001832,39
T cell,CL:0000084,submandibular gland,UBERON:0001736,UBERON:0001736,15
T cell,CL:0000084,trachea,UBERON:0003126,UBERON:0003126,19
T cell,CL:0000084,uterus,UBERON:0000995,UBERON:0000995,6
T follicular helper cell,CL:0002038,thymus,UBERON:0002370,UBERON:0002370,6
acinar cell,CL:0000622,conjunctiva,UBERON:0001811,UBERON:0001811,1
acinar cell,CL:0000622,eye,UBERON:0000970,UBERON:0000970,12
acinar cell,CL:0000622,eyelid,UBERON:0001711,UBERON:0001711,66
acinar cell,CL:0000622,lacrimal gland,UBERON:0001817,UBERON:0001817,1159
